Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
2L_8967060_8967062_17-6	2L	8967060	8967062	-	RNA	LTR	Gypsy	17-6	NO	3	B4;TOM-007;LUN-007	B4_89_17-6;LUN-007_113_17-6;TOM-007_130_17-6	5720;513;5718	0.736;0.066;0.736	4.221902494	4.195	HRR	YES	1	2	0
2L_8967064_8967064_Gypsy-2_Dsim	2L	8967064	8967064	#ERROR!	RNA	LTR	Gypsy	Gypsy-2_Dsim	NO	1	COR-018	COR-018_102_Gypsy-2_Dsim	349	0.069	4.221902494	4.195	HRR	YES	0	1	0
2L_8968419_8968419_pogo	2L	8968419	8968419	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	RAL-737	RAL-737_90_pogo	186	0.083	4.221902494	4.195	HRR	YES	1	0	0
2L_8977495_8977495_roo	2L	8977495	8977495	#ERROR!	RNA	LTR	Pao	roo	NO	1	MUN-009	MUN-009_91_roo	8146	0.86	4.221902494	4.195	HRR	YES	0	1	0
2L_8984920_8984920_pogo	2L	8984920	8984920	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	A7	A7_94_pogo	186	0.083	4.221902494	4.195	HRR	YES	0	0	1
2L_8985158_8985158_Copia	2L	8985158	8985158	#ERROR!	RNA	LTR	Copia	Copia	NO	1	A5	A5_99_Copia	5151	0.957	4.221902494	4.195	HRR	YES	0	1	0
2L_8987806_8987806_pogo	2L	8987806	8987806	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	COR-014	COR-014_91_pogo	183	0.082	4.221902494	4.195	HRR	YES	0	1	0
2L_8989277_8989277_P-element	2L	8989277	8989277	-	DNA	TIR	P	P-element	NO	1	ORE	ORE_100_P-element	1113	0.306	4.221902494	4.195	HRR	YES	1	0	0
2L_8992666_8992668_pogo	2L	8992666	8992668	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	7	COR-023;A2;ORE;B4;A4;RAL-059;AB8	A2_110_pogo;ORE_101_pogo;B4_90_pogo;AB8_103_pogo;A4_97_pogo;RAL-059_188_pogo;COR-023_92_pogo	1307;1307;1307;1307;1307;1315;1308	0.585;0.585;0.585;0.585;0.585;0.589;0.586	4.221902494	4.195	HRR	YES	4	1	2
2L_8993998_8994000_pogo	2L	8993998	8994000	-	DNA	TIR	TcMar-Pogo	pogo	NO	3	RAL-176;RAL-177;RAL-375	RAL-177_123_pogo;RAL-375_109_pogo;RAL-176_108_pogo	184;184;184	0.082;0.082;0.082	4.221902494	4.195	HRR	YES	3	0	0
2L_8997586_8997586_P-element	2L	8997586	8997586	-	DNA	TIR	P	P-element	NO	1	MUN-008	MUN-008_112_P-element	1154	0.317	4.221902494	4.195	HRR	YES	0	1	0
FBti0019140	2L	9000335	9007786	-	RNA	LTR	Pao	roo	YES	1	ISO-1	FBti0019140	7451	.	.	.	.	YES	1	0	0
2L_9009969_9009969_Doc	2L	9009969	9009969	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	B3	B3_86_Doc	2759	0.577	1.524575901	4.185	HRR	YES	0	0	1
2L_9016094_9016094_F-element	2L	9016094	9016094	-	RNA	LINE	Jockey	F-element	NO	1	TOM-007	TOM-007_131_F-element	2671	0.564	1.524575901	4.185	HRR	YES	0	1	0
2L_9017194_9017194_roo	2L	9017194	9017194	-	RNA	LTR	Pao	roo	NO	1	TOM-008	TOM-008_109_roo	1733	0.183	1.524575901	4.185	HRR	YES	0	1	0
2L_9018050_9018050_H	2L	9018050	9018050	-	DNA	TIR	hAT-hobo	H	NO	1	MUN-009	MUN-009_92_H	1862	0.619	1.524575901	4.185	HRR	YES	0	1	0
2L_9021147_9021147_H	2L	9021147	9021147	-	DNA	TIR	hAT-hobo	H	NO	1	RAL-737	RAL-737_91_H	2799	0.93	1.524575901	4.185	HRR	YES	1	0	0
2L_9022015_9022015_H	2L	9022015	9022015	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	ORE	ORE_102_H	1598	0.531	1.524575901	4.185	HRR	YES	1	0	0
2L_9022387_9022387_gypsy7	2L	9022387	9022387	-	RNA	LTR	Gypsy	gypsy7	NO	1	COR-025	COR-025_147_gypsy7	1064	0.194	1.524575901	4.185	HRR	YES	0	1	0
2L_9022388_9022388_HMS-Beagle2	2L	9022388	9022388	-	RNA	LTR	Gypsy	HMS-Beagle2	NO	1	COR-025	COR-025_148_HMS-Beagle2	2865	0.385	1.524575901	4.185	HRR	YES	0	1	0
2L_9033584_9033584_297	2L	9033584	9033584	-	RNA	LTR	Gypsy	297	NO	1	A4	A4_98_297	5789	0.801	1.524575901	4.185	HRR	YES	0	0	1
2L_9034509_9034509_hopper	2L	9034509	9034509	-	DNA	TIR	CMC-Transib	hopper	NO	1	COR-023	COR-023_93_hopper	1434	0.987	1.524575901	4.185	HRR	YES	0	1	0
2L_9036189_9036193_jockey	2L	9036189	9036193	#ERROR!	RNA	LINE	Jockey	jockey	NO	2	AB8;RAL-177	AB8_104_jockey;RAL-177_124_jockey	727;727	0.14400000000000002;0.144	1.524575901	4.185	HRR	YES	1	0	1
2L_9039208_9039208_297	2L	9039208	9039208	#ERROR!	RNA	LTR	Gypsy	297	NO	1	KIE-094	KIE-094_99_297	6181	0.856	1.524575901	4.185	HRR	YES	0	1	0
2L_9042517_9042519_Copia	2L	9042517	9042519	#ERROR!	RNA	LTR	Copia	Copia	NO	4	SLA-001;LUN-004;MUN-015;A3	A3_90_Copia;SLA-001_112_Copia;MUN-015_76_Copia;LUN-004_84_Copia	5151;278;278;277	0.9570000000000001;0.052;0.052;0.051	1.524575901	4.185	HRR	YES	0	4	0
2L_9042556_9042556_I-element	2L	9042556	9042556	#ERROR!	RNA	LINE	I	I-element	NO	1	TOM-007	TOM-007_132_I-element	1703	0.313	1.524575901	4.185	HRR	YES	0	1	0
2L_9045589_9045686_jockey	2L	9045589	9045686	-	RNA	LINE	Jockey	jockey	NO	3	LUN-004;TOM-007;MUN-008	MUN-008_113_jockey;TOM-007_133_jockey;LUN-004_85_jockey	3474;253;1086	0.69;0.05;0.216	1.524575901	4.185	HRR	YES	0	3	0
2L_9052695_9052695_Nomad	2L	9052695	9052695	-	RNA	LTR	Gypsy	Nomad	NO	1	A3	A3_91_Nomad	7639	0.987	1.524575901	4.185	HRR	YES	0	1	0
2L_9052700_9052700_HMS-Beagle	2L	9052700	9052700	-	RNA	LTR	Gypsy	HMS-Beagle	NO	1	B4	B4_91_HMS-Beagle	7069	0.983	1.524575901	4.185	HRR	YES	1	0	0
2L_9052711_9052711_jockey	2L	9052711	9052711	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	MUN-009	MUN-009_93_jockey	1113	0.221	1.524575901	4.185	HRR	YES	0	1	0
2L_9058905_9058905_pogo	2L	9058905	9058905	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	GIM-012	GIM-012_94_pogo	1381	0.618	1.524575901	4.185	HRR	YES	0	1	0
2L_9063264_9063266_Copia	2L	9063264	9063266	#ERROR!	RNA	LTR	Copia	Copia	NO	3	COR-025;GIM-024;AKA-017	AKA-017_101_Copia;GIM-024_94_Copia;COR-025_149_Copia	4858;4859;4870	0.903;0.903;0.905	1.524575901	4.185	HRR	YES	0	3	0
2L_9063754_9063756_F-element	2L	9063754	9063756	-	RNA	LINE	Jockey	F-element	NO	3	COR-025;GIM-024;AKA-017	AKA-017_102_F-element;GIM-024_95_F-element;COR-025_150_F-element	4629;4628;4629	0.978;0.978;0.978	1.524575901	4.185	HRR	YES	0	3	0
2L_9065509_9065509_F-element	2L	9065509	9065509	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	A2	A2_111_F-element	2838	0.6	1.524575901	4.185	HRR	YES	1	0	0
2L_9076929_9077022_jockey	2L	9076929	9077022	#ERROR!	RNA	LINE	Jockey	jockey	NO	2	TEN-015;TOM-007	TEN-015_98_jockey;TOM-007_134_jockey	4950;3754	0.984;0.746	1.524575901	4.185	HRR	YES	0	2	0
2L_9077376_9077376_jockey	2L	9077376	9077376	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	TOM-007	TOM-007_136_jockey	1253	0.249	1.524575901	4.185	HRR	YES	0	1	0
2L_9080603_9080603_hopper	2L	9080603	9080603	-	DNA	TIR	CMC-Transib	hopper	NO	1	RAL-177	RAL-177_126_hopper	201	0.138	1.524575901	4.185	HRR	YES	1	0	0
2L_9080603_9080603_hopper2	2L	9080603	9080603	-	DNA	TIR	CMC-Transib	hopper2	NO	1	RAL-177	RAL-177_125_hopper2	2075	0.749	1.524575901	4.185	HRR	YES	1	0	0
2L_9082701_9082703_Max-element	2L	9082701	9082703	-	RNA	LTR	Pao	Max-element	NO	2	A7;B3	B3_87_Max-element;A7_95_Max-element	8450;8451	0.9159999999999999;0.9159999999999999	1.524575901	4.185	HRR	YES	0	0	2
2L_9083364_9083364_3S18	2L	9083364	9083364	#ERROR!	RNA	LTR	Pao	3S18	NO	1	STO-022	STO-022_108_3S18	6134	0.994	1.524575901	4.185	HRR	YES	0	1	0
ISO1_99_INE-1	2L	9085865	9086010	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	13	A2;ORE;A6;B6;GIM-024;B3;B1;AKA-017;A5;COR-025;A7;ISO-1;LUN-004	A2_112_INE-1;ORE_103_INE-1;A6_118_INE-1;B6_101_INE-1;B3_88_INE-1;AKA-017_103_INE-1;A7_96_INE-1;GIM-024_96_INE-1;A5_100_INE-1;COR-025_151_INE-1;B1_101_INE-1;ISO1_99_INE-1;LUN-004_86_INE-1	145;145;145;145;145;145;145;126;145;142;145;145;145	0.212;0.212;0.212;0.212;0.212;0.212;0.212;0.184;0.212;0.208;0.212;0.212;0.212	1.524575901	4.185	HRR	YES	6	5	2
2L_9087733_9087733_roo	2L	9087733	9087733	#ERROR!	RNA	LTR	Pao	roo	NO	1	STO-022	STO-022_109_roo	8516	0.899	1.524575901	4.185	HRR	YES	0	1	0
2L_9100151_9100151_roo	2L	9100151	9100151	#ERROR!	RNA	LTR	Pao	roo	NO	1	TOM-007	TOM-007_137_roo	7573	0.8	2.345501386	4.175	HRR	YES	0	1	0
2L_9100948_9100948_roo	2L	9100948	9100948	-	RNA	LTR	Pao	roo	NO	1	COR-023	COR-023_94_roo	106	0.011	2.345501386	4.175	HRR	NO	0	1	0
2L_9101293_9101293_F-element	2L	9101293	9101293	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-091	RAL-091_145_F-element	4697	0.992	2.345501386	4.175	HRR	YES	1	0	0
2L_9103662_9103662_I-element	2L	9103662	9103662	-	RNA	LINE	I	I-element	NO	1	RAL-059	RAL-059_189_I-element	5388	0.989	2.345501386	4.175	HRR	YES	1	0	0
2L_9106506_9106506_roo	2L	9106506	9106506	-	RNA	LTR	Pao	roo	NO	1	A5	A5_101_roo	7755	0.819	2.345501386	4.175	HRR	YES	0	1	0
2L_9112743_9112743_roo	2L	9112743	9112743	-	RNA	LTR	Pao	roo	NO	1	MUN-016	MUN-016_98_roo	7949	0.839	2.345501386	4.175	HRR	YES	0	1	0
2L_9120154_9120154_Copia	2L	9120154	9120154	#ERROR!	RNA	LTR	Copia	Copia	NO	1	JUT-011	JUT-011_99_Copia	276	0.051	2.345501386	4.175	HRR	YES	0	1	0
2L_9125753_9125753_P-element	2L	9125753	9125753	-	DNA	TIR	P	P-element	NO	1	RAL-737	RAL-737_92_P-element	504	0.138	2.345501386	4.175	HRR	YES	1	0	0
2L_9129563_9129563_H	2L	9129563	9129563	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	MUN-008	MUN-008_114_H	1982	0.659	2.345501386	4.175	HRR	YES	0	1	0
2L_9129936_9129936_Doc	2L	9129936	9129936	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	A1	A1_99_Doc	4744	0.992	2.345501386	4.175	HRR	YES	1	0	0
2L_9138318_9138318_Doc	2L	9138318	9138318	-	RNA	LINE	Jockey	Doc	NO	1	GIM-012	GIM-012_98_Doc	4735	0.99	2.345501386	4.175	HRR	YES	0	1	0
2L_9146028_9146028_297	2L	9146028	9146028	-	RNA	LTR	Gypsy	297	NO	1	A5	A5_102_297	6999	0.969	2.345501386	4.175	HRR	YES	0	1	0
2L_9147776_9147776_Gypsy-24_Dya	2L	9147776	9147776	#ERROR!	RNA	LTR	Gypsy	Gypsy-24_Dya	NO	1	MUN-008	MUN-008_115_Gypsy-24_Dya	5288	0.957	2.345501386	4.175	HRR	YES	0	1	0
2L_9148257_9148257_Rt1a	2L	9148257	9148257	#ERROR!	RNA	LINE	R1	Rt1a	NO	1	COR-014	COR-014_92_Rt1a	2249	0.414	2.345501386	4.175	HRR	YES	0	1	0
2L_9148758_9148758_Rt1b	2L	9148758	9148758	#ERROR!	RNA	LINE	R1	Rt1b	NO	1	COR-014	COR-014_93_Rt1b	115	0.022	2.345501386	4.175	HRR	NO	0	1	0
2L_9152856_9152856_roo	2L	9152856	9152856	-	RNA	LTR	Pao	roo	NO	1	RAL-426	RAL-426_138_roo	10933	1.155	2.345501386	4.175	HRR	YES	1	0	0
2L_9153602_9153602_Copia	2L	9153602	9153602	-	RNA	LTR	Copia	Copia	NO	1	MUN-009	MUN-009_94_Copia	5122	0.952	2.345501386	4.175	HRR	YES	0	1	0
2L_9167422_9167424_Doc	2L	9167422	9167424	-	RNA	LINE	Jockey	Doc	NO	2	A1;A4	A4_99_Doc;A1_100_Doc	3408;3409	0.7120000000000001;0.713	2.345501386	4.175	HRR	YES	1	0	1
2L_9167462_9167462_S-element	2L	9167462	9167462	#ERROR!	DNA	TIR	TcMar-Tc1	S-element	NO	1	RAL-426	RAL-426_139_S-element	1742	0.96	2.345501386	4.175	HRR	YES	1	0	0
2L_9175291_9175291_Bari1	2L	9175291	9175291	#ERROR!	DNA	TIR	TcMar-Tc1	Bari1	NO	1	A7	A7_97_Bari1	1731	0.981	2.345501386	4.175	HRR	YES	0	0	1
2L_9177226_9177226_P-element	2L	9177226	9177226	-	DNA	TIR	P	P-element	NO	1	COR-018	COR-018_103_P-element	187	0.051	2.345501386	4.175	HRR	YES	0	1	0
2L_9181855_9181855_hopper	2L	9181855	9181855	-	DNA	TIR	CMC-Transib	hopper	NO	1	A2	A2_113_hopper	1435	0.988	2.345501386	4.175	HRR	YES	1	0	0
2L_9182783_9182783_P-element	2L	9182783	9182783	-	DNA	TIR	P	P-element	NO	1	TEN-015	TEN-015_99_P-element	203	0.056	2.345501386	4.175	HRR	YES	0	1	0
2L_9183881_9183881_jockey	2L	9183881	9183881	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A4	A4_100_jockey	343	0.068	2.345501386	4.175	HRR	YES	0	0	1
2L_9183998_9183998_H	2L	9183998	9183998	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	GIM-012	GIM-012_99_H	2544	0.845	2.345501386	4.175	HRR	YES	0	1	0
2L_9184718_9184718_Transpac	2L	9184718	9184718	-	RNA	LTR	Gypsy	Transpac	NO	1	A3	A3_92_Transpac	5253	0.993	2.345501386	4.175	HRR	YES	0	1	0
2L_9184719_9184719_Gypsy-2_Dsim	2L	9184719	9184719	#ERROR!	RNA	LTR	Gypsy	Gypsy-2_Dsim	NO	1	RAL-059	RAL-059_190_Gypsy-2_Dsim	5225	1.031	2.345501386	4.175	HRR	YES	1	0	0
2L_9185091_9185091_Copia	2L	9185091	9185091	-	RNA	LTR	Copia	Copia	NO	1	MUN-015	MUN-015_77_Copia	125	0.023	2.345501386	4.175	HRR	YES	0	1	0
FBti0063798	2L	9194175	9194262	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	47	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_114_INE-1;ORE_104_INE-1;A6_119_INE-1;B6_102_INE-1;B4_92_INE-1;B3_89_INE-1;JUT-008_94_INE-1;MUN-008_116_INE-1;AB8_105_INE-1;AKA-017_104_INE-1;MUN-013_149_INE-1;A3_93_INE-1;STO-022_110_INE-1;B2_106_INE-1;GIM-012_100_INE-1;AKA-018_122_INE-1;JUT-011_100_INE-1;COR-018_104_INE-1;TEN-015_100_INE-1;RAL-177_127_INE-1;A4_101_INE-1;A1_101_INE-1;RAL-375_110_INE-1;SLA-001_113_INE-1;RAL-059_191_INE-1;A7_98_INE-1;MUN-015_78_INE-1;KIE-094_100_INE-1;GIM-024_97_INE-1;COR-014_94_INE-1;RAL-737_93_INE-1;LUN-007_114_INE-1;A5_103_INE-1;COR-025_152_INE-1;B1_102_INE-1;RAL-426_140_INE-1;COR-023_95_INE-1;RAL-091_146_INE-1;TOM-008_110_INE-1;RAL-176_116_INE-1;TOM-007_138_INE-1;MUN-009_95_INE-1;MUN-016_99_INE-1;MUN-020_112_INE-1;RAL-855_118_INE-1;FBti0063798;LUN-004_87_INE-1	150;142;142;142;158;142;142;142;158;142;142;142;142;150;150;150;142;142;142;142;142;142;142;142;150;142;142;142;142;143;142;142;142;142;142;143;142;150;141;142;142;150;142;142;142;87;158	0.22;0.20800000000000002;0.20800000000000002;0.20800000000000002;0.231;0.20800000000000002;0.208;0.208;0.231;0.208;0.208;0.20800000000000002;0.208;0.22;0.22;0.22;0.208;0.208;0.208;0.208;0.20800000000000002;0.20800000000000002;0.208;0.208;0.22;0.20800000000000002;0.208;0.208;0.208;0.209;0.208;0.208;0.20800000000000002;0.208;0.20800000000000002;0.209;0.208;0.22;0.206;0.208;0.208;0.22;0.208;0.208;0.208;.;0.231	2.345501386	4.175	HRR	YES	16	26	5
2L_9196783_9196783_gypsy1	2L	9196783	9196783	#ERROR!	RNA	LTR	Gypsy	gypsy1	NO	1	MUN-016	MUN-016_100_gypsy1	7348	0.932	2.345501386	4.175	HRR	YES	0	1	0
2L_9198457_9198457_Nomad	2L	9198457	9198457	-	RNA	LTR	Gypsy	Nomad	NO	1	RAL-059	RAL-059_192_Nomad	2717	0.351	2.345501386	4.175	HRR	YES	1	0	0
2L_9199012_9199012_3S18	2L	9199012	9199012	-	RNA	LTR	Pao	3S18	NO	1	B4	B4_93_3S18	6129	0.993	2.345501386	4.175	HRR	YES	1	0	0
2L_9202127_9202127_roo	2L	9202127	9202127	-	RNA	LTR	Pao	roo	NO	1	A2	A2_115_roo	9110	0.962	2.462776455	4.165	HRR	YES	1	0	0
2L_9202458_9202458_roo	2L	9202458	9202458	-	RNA	LTR	Pao	roo	NO	1	KIE-094	KIE-094_101_roo	8076	0.853	2.462776455	4.165	HRR	YES	0	1	0
2L_9204597_9204600_Burdock	2L	9204597	9204600	-	RNA	LTR	Gypsy	Burdock	NO	2	A5;MUN-008	MUN-008_117_Burdock;A5_104_Burdock	2475;2474	0.383;0.38299999999999995	2.462776455	4.165	HRR	YES	0	2	0
2L_9204670_9204677_Transpac	2L	9204670	9204677	-	RNA	LTR	Gypsy	Transpac	NO	3	B1;RAL-855;RAL-737	RAL-737_94_Transpac;B1_103_Transpac;RAL-855_119_Transpac	333;5252;333	0.063;0.993;0.063	2.462776455	4.165	HRR	YES	3	0	0
2L_9204736_9204736_412	2L	9204736	9204736	-	RNA	LTR	Gypsy	412	NO	1	COR-018	COR-018_105_412	7491	0.963	2.462776455	4.165	HRR	YES	0	1	0
2L_9205246_9205246_P-element	2L	9205246	9205246	#ERROR!	DNA	TIR	P	P-element	NO	1	JUT-008	JUT-008_95_P-element	607	0.167	2.462776455	4.165	HRR	YES	0	1	0
FBti0019141	2L	9218029	9222748	-	RNA	LINE	Jockey	Doc	YES	1	ISO-1	FBti0019141	4719	.	.	.	.	YES	1	0	0
2L_9224274_9224274_Doc	2L	9224274	9224274	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	COR-025	COR-025_153_Doc	4637	0.969	2.462776455	4.165	HRR	YES	0	1	0
2L_9232209_9232209_I-element	2L	9232209	9232209	#ERROR!	RNA	LINE	I	I-element	NO	1	STO-022	STO-022_111_I-element	2397	0.44	2.462776455	4.165	HRR	YES	0	1	0
2L_9233918_9233918_Doc	2L	9233918	9233918	-	RNA	LINE	Jockey	Doc	NO	1	AB8	AB8_106_Doc	4721	0.987	2.462776455	4.165	HRR	YES	0	0	1
2L_9236690_9236690_I-element	2L	9236690	9236690	-	RNA	LINE	I	I-element	NO	1	RAL-375	RAL-375_111_I-element	5335	0.979	2.462776455	4.165	HRR	YES	1	0	0
2L_9247003_9247003_roo	2L	9247003	9247003	#ERROR!	RNA	LTR	Pao	roo	NO	1	A3	A3_94_roo	428	0.045	2.462776455	4.165	HRR	YES	0	1	0
2L_9253519_9253519_G2	2L	9253519	9253519	-	RNA	LINE	Jockey	G2	NO	1	RAL-855	RAL-855_120_G2	3263	0.748	2.462776455	4.165	HRR	YES	1	0	0
2L_9257080_9257080_H	2L	9257080	9257080	-	DNA	TIR	hAT-hobo	H	NO	1	LUN-007	LUN-007_115_H	1489	0.495	2.462776455	4.165	HRR	YES	0	1	0
2L_9259265_9259265_F-element	2L	9259265	9259265	-	RNA	LINE	Jockey	F-element	NO	1	SLA-001	SLA-001_114_F-element	4689	0.991	2.462776455	4.165	HRR	YES	0	1	0
2L_9259265_9259265_F-element.c1	2L	9259265	9259265	-	RNA	LINE	Jockey	F-element	NO	1	SLA-001	SLA-001_115_F-element	4678	0.988	2.462776455	4.165	HRR	YES	0	1	0
2L_9260235_9260235_Doc	2L	9260235	9260235	-	RNA	LINE	Jockey	Doc	NO	1	RAL-426	RAL-426_141_Doc	872	0.182	2.462776455	4.165	HRR	YES	1	0	0
2L_9264400_9264400_roo	2L	9264400	9264400	-	RNA	LTR	Pao	roo	NO	1	A2	A2_116_roo	429	0.045	2.462776455	4.165	HRR	YES	1	0	0
2L_9275674_9275680_jockey	2L	9275674	9275680	#ERROR!	RNA	LINE	Jockey	jockey	NO	2	RAL-855;RAL-375	RAL-375_112_jockey;RAL-855_121_jockey	2702;2701	0.537;0.537	2.462776455	4.165	HRR	YES	2	0	0
2L_9276242_9276242_jockey	2L	9276242	9276242	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	GIM-024	GIM-024_98_jockey	831	0.165	2.462776455	4.165	HRR	YES	0	1	0
2L_9278450_9278450_297	2L	9278450	9278450	#ERROR!	RNA	LTR	Gypsy	297	NO	1	B3	B3_90_297	6801	0.941	2.462776455	4.165	HRR	YES	0	0	1
2L_9283277_9283277_mdg3	2L	9283277	9283277	-	RNA	LTR	Gypsy	mdg3	NO	1	A3	A3_95_mdg3	5519	0.934	2.462776455	4.165	HRR	YES	0	1	0
3L_15723932_15723938_jockey	3L	15723932	15723938	-	RNA	LINE	Jockey	jockey	NO	2	B4;LUN-004	B4_875_jockey;LUN-004_894_jockey	339;339	0.067;0.067	3.668970291	1.68	HRR	YES	1	1	0
2L_9287264_9287264_jockey	2L	9287264	9287264	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	LUN-004	LUN-004_89_jockey	5003	0.994	2.462776455	4.165	HRR	YES	0	1	0
2L_9287421_9287421_jockey	2L	9287421	9287421	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A5	A5_105_jockey	4447	0.884	2.462776455	4.165	HRR	YES	0	1	0
2L_9300441_9300441_BS	2L	9300441	9300441	#ERROR!	RNA	LINE	Jockey	BS	NO	1	LUN-004	LUN-004_90_BS	2100	0.395	0.117275069	4.155	HRR	YES	0	1	0
2L_9308403_9308403_roo	2L	9308403	9308403	-	RNA	LTR	Pao	roo	NO	1	TOM-007	TOM-007_139_roo	9078	0.959	0.117275069	4.155	HRR	YES	0	1	0
2L_9309914_9309914_jockey	2L	9309914	9309914	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	B4	B4_94_jockey	346	0.069	0.117275069	4.155	HRR	YES	1	0	0
2L_9309947_9309947_BS	2L	9309947	9309947	#ERROR!	RNA	LINE	Jockey	BS	NO	1	RAL-059	RAL-059_193_BS	5129	0.964	0.117275069	4.155	HRR	YES	1	0	0
2L_9310287_9310287_jockey	2L	9310287	9310287	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	AB8	AB8_107_jockey	3294	0.655	0.117275069	4.155	HRR	YES	0	0	1
2L_9313111_9313111_Doc	2L	9313111	9313111	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	RAL-375	RAL-375_113_Doc	4719	0.986	0.117275069	4.155	HRR	YES	1	0	0
2L_9318887_9318887_jockey	2L	9318887	9318887	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A2	A2_117_jockey	2218	0.441	0.117275069	4.155	HRR	YES	1	0	0
2L_9325584_9325584_Doc	2L	9325584	9325584	-	RNA	LINE	Jockey	Doc	NO	1	B2	B2_107_Doc	2149	0.449	0.117275069	4.155	HRR	YES	0	0	1
2L_9325867_9325867_3S18	2L	9325867	9325867	#ERROR!	RNA	LTR	Pao	3S18	NO	1	MUN-015	MUN-015_79_3S18	364	0.059	0.117275069	4.155	HRR	YES	0	1	0
2L_9336194_9336196_Micropia	2L	9336194	9336196	#ERROR!	RNA	LTR	Gypsy	Micropia	NO	1	RAL-855	RAL-855_122_Micropia	5320	1.152	0.117275069	4.155	HRR	YES	1	0	0
2L_9336194_9336196_Micropia.t1	2L	9336194	9336196	#ERROR!	RNA	LTR	Gypsy	Micropia	NO	1	RAL-855	RAL-855_123_Micropia	180	0.033	0.117275069	4.155	HRR	YES	1	0	0
2L_9336839_9336839_mdg1	2L	9336839	9336839	-	RNA	LTR	Gypsy	mdg1	NO	1	ORE	ORE_105_mdg1	7431	0.773	0.117275069	4.155	HRR	YES	1	0	0
2L_9351027_9351029_pogo	2L	9351027	9351029	-	DNA	TIR	TcMar-Pogo	pogo	NO	2	ORE;B6	ORE_106_pogo;B6_103_pogo	186;186	0.083;0.083	0.117275069	4.155	HRR	YES	2	0	0
2L_9355594_9355594_Doc	2L	9355594	9355594	-	RNA	LINE	Jockey	Doc	NO	1	MUN-009	MUN-009_96_Doc	4722	0.987	0.117275069	4.155	HRR	YES	0	1	0
2L_9364748_9364748_Doc	2L	9364748	9364748	-	RNA	LINE	Jockey	Doc	NO	1	SLA-001	SLA-001_117_Doc	4721	0.987	0.117275069	4.155	HRR	YES	0	1	0
2L_9365679_9365679_roo	2L	9365679	9365679	-	RNA	LTR	Pao	roo	NO	1	AB8	AB8_108_roo	7377	0.779	0.117275069	4.155	HRR	YES	0	0	1
2L_9368771_9368771_Doc	2L	9368771	9368771	-	RNA	LINE	Jockey	Doc	NO	1	RAL-176	RAL-176_117_Doc	4723	0.987	0.117275069	4.155	HRR	YES	1	0	0
2L_9372585_9372585_roo	2L	9372585	9372585	#ERROR!	RNA	LTR	Pao	roo	NO	1	B6	B6_104_roo	9108	0.962	0.117275069	4.155	HRR	YES	1	0	0
2L_9372894_9372894_Nomad	2L	9372894	9372894	-	RNA	LTR	Gypsy	Nomad	NO	1	A6	A6_120_Nomad	7617	0.984	0.117275069	4.155	HRR	YES	1	0	0
